engine,benchmark,category,run,wall_ms,user_ms,sys_ms,peak_rss_kb
v8-nojit,string/json_parse,string,1,350.00,390.00,30.00,76480
v8-nojit,string/json_parse,string,2,350.00,380.00,40.00,76320
v8-nojit,string/json_parse,string,3,360.00,390.00,30.00,76320
v8-nojit,string/json_parse,string,4,360.00,400.00,20.00,76320
v8-nojit,string/json_parse,string,5,350.00,390.00,30.00,75840
lua,string/string_concat,string,1,180.00,120.00,70.00,142720
lua,string/string_concat,string,2,170.00,110.00,70.00,142720
lua,string/string_concat,string,3,180.00,120.00,70.00,142720
lua,string/string_concat,string,4,190.00,120.00,80.00,142720
lua,string/string_concat,string,5,190.00,110.00,90.00,142720
lua55,string/string_concat,string,1,140.00,100.00,50.00,75680
lua55,string/string_concat,string,2,150.00,100.00,60.00,75680
lua55,string/string_concat,string,3,150.00,90.00,70.00,75680
lua55,string/string_concat,string,4,150.00,100.00,50.00,75684
lua55,string/string_concat,string,5,140.00,100.00,50.00,75680
luajit,string/string_concat,string,1,70.00,40.00,40.00,77600
luajit,string/string_concat,string,2,70.00,10.00,60.00,77600
luajit,string/string_concat,string,3,70.00,30.00,30.00,77600
luajit,string/string_concat,string,4,70.00,20.00,50.00,77600
luajit,string/string_concat,string,5,60.00,20.00,40.00,77600
luau,string/string_concat,string,1,120.00,60.00,70.00,156800
luau,string/string_concat,string,2,140.00,70.00,70.00,156800
luau,string/string_concat,string,3,140.00,80.00,60.00,156960
luau,string/string_concat,string,4,140.00,70.00,80.00,156960
luau,string/string_concat,string,5,130.00,60.00,80.00,156960
luau-codegen,string/string_concat,string,1,110.00,40.00,80.00,157600
luau-codegen,string/string_concat,string,2,120.00,60.00,70.00,157600
luau-codegen,string/string_concat,string,3,120.00,60.00,70.00,157600
luau-codegen,string/string_concat,string,4,120.00,70.00,60.00,157600
luau-codegen,string/string_concat,string,5,120.00,40.00,80.00,157600
quickjs,string/string_concat,string,1,270.00,230.00,60.00,85920
quickjs,string/string_concat,string,2,260.00,250.00,30.00,85920
quickjs,string/string_concat,string,3,270.00,240.00,50.00,85920
quickjs,string/string_concat,string,4,260.00,230.00,50.00,85920
quickjs,string/string_concat,string,5,270.00,270.00,20.00,85920
v8,string/string_concat,string,1,90.00,70.00,30.00,102644
v8,string/string_concat,string,2,90.00,60.00,40.00,108100
v8,string/string_concat,string,3,100.00,70.00,40.00,103128
v8,string/string_concat,string,4,90.00,50.00,50.00,107768
v8,string/string_concat,string,5,100.00,70.00,40.00,107840
v8-nojit,string/string_concat,string,1,180.00,170.00,30.00,100356
v8-nojit,string/string_concat,string,2,190.00,170.00,40.00,100636
v8-nojit,string/string_concat,string,3,230.00,190.00,60.00,100516
v8-nojit,string/string_concat,string,4,210.00,180.00,60.00,100476
v8-nojit,string/string_concat,string,5,190.00,170.00,40.00,100200
lua,table/array_access,table,1,710.00,570.00,190.00,526240
lua,table/array_access,table,2,760.00,600.00,220.00,526400
lua,table/array_access,table,3,700.00,570.00,200.00,526400
lua,table/array_access,table,4,720.00,570.00,210.00,526400
lua,table/array_access,table,5,740.00,580.00,220.00,526400
lua55,table/array_access,table,1,590.00,460.00,170.00,296896
lua55,table/array_access,table,2,540.00,400.00,180.00,296896
lua55,table/array_access,table,3,560.00,430.00,180.00,296896
lua55,table/array_access,table,4,560.00,430.00,180.00,296896
lua55,table/array_access,table,5,520.00,390.00,170.00,296900
luajit,table/array_access,table,1,230.00,120.00,120.00,264480
luajit,table/array_access,table,2,240.00,140.00,110.00,264480
luajit,table/array_access,table,3,230.00,120.00,130.00,264480
luajit,table/array_access,table,4,230.00,130.00,120.00,264480
luajit,table/array_access,table,5,230.00,140.00,110.00,264480
luau,table/array_access,table,1,700.00,570.00,180.00,529280
luau,table/array_access,table,2,660.00,500.00,210.00,529280
luau,table/array_access,table,3,690.00,550.00,200.00,529280
luau,table/array_access,table,4,680.00,530.00,200.00,529280
luau,table/array_access,table,5,670.00,520.00,200.00,529280
luau-codegen,table/array_access,table,1,460.00,300.00,190.00,530080
luau-codegen,table/array_access,table,2,490.00,350.00,180.00,530080
luau-codegen,table/array_access,table,3,470.00,320.00,190.00,530080
luau-codegen,table/array_access,table,4,470.00,300.00,200.00,530080
luau-codegen,table/array_access,table,5,460.00,300.00,200.00,529920
quickjs,table/array_access,table,1,1700.00,1740.00,110.00,315520
quickjs,table/array_access,table,2,1710.00,1770.00,90.00,315360
quickjs,table/array_access,table,3,1790.00,1890.00,60.00,315520
quickjs,table/array_access,table,4,1750.00,1780.00,120.00,315360
quickjs,table/array_access,table,5,1710.00,1820.00,50.00,315360
v8,table/array_access,table,1,110.00,90.00,30.00,103840
v8,table/array_access,table,2,120.00,90.00,40.00,104000
v8,table/array_access,table,3,120.00,90.00,40.00,104000
v8,table/array_access,table,4,120.00,90.00,40.00,104160
v8,table/array_access,table,5,120.00,90.00,40.00,104000
v8-nojit,table/array_access,table,1,1280.00,1340.00,40.00,96000
v8-nojit,table/array_access,table,2,1240.00,1300.00,40.00,96000
v8-nojit,table/array_access,table,3,4020.00,1270.00,40.00,96000
v8-nojit,table/array_access,table,4,1240.00,1300.00,30.00,95840
v8-nojit,table/array_access,table,5,1250.00,1310.00,40.00,95840
lua,table/table_insert,table,1,1020.00,1070.00,40.00,112188
lua,table/table_insert,table,2,970.00,980.00,60.00,112188
lua,table/table_insert,table,3,920.00,940.00,50.00,112188
lua,table/table_insert,table,4,880.00,900.00,50.00,112188
lua,table/table_insert,table,5,880.00,890.00,60.00,112192
lua55,table/table_insert,table,1,890.00,930.00,40.00,112180
lua55,table/table_insert,table,2,890.00,910.00,60.00,112188
lua55,table/table_insert,table,3,870.00,890.00,50.00,112184
lua55,table/table_insert,table,4,900.00,910.00,60.00,112184
lua55,table/table_insert,table,5,890.00,900.00,60.00,112184
luajit,table/table_insert,table,1,490.00,450.00,70.00,81856
luajit,table/table_insert,table,2,450.00,440.00,50.00,81860
luajit,table/table_insert,table,3,380.00,380.00,30.00,81860
luajit,table/table_insert,table,4,380.00,360.00,40.00,81860
luajit,table/table_insert,table,5,390.00,390.00,40.00,81856
luau,table/table_insert,table,1,760.00,750.00,70.00,109792
luau,table/table_insert,table,2,750.00,750.00,60.00,106748
luau,table/table_insert,table,3,790.00,810.00,50.00,110096
luau,table/table_insert,table,4,750.00,750.00,60.00,106080
luau,table/table_insert,table,5,770.00,780.00,60.00,106672
luau-codegen,table/table_insert,table,1,760.00,750.00,70.00,106884
luau-codegen,table/table_insert,table,2,740.00,730.00,60.00,107048
luau-codegen,table/table_insert,table,3,760.00,770.00,50.00,107548
luau-codegen,table/table_insert,table,4,780.00,780.00,60.00,107112
luau-codegen,table/table_insert,table,5,760.00,770.00,50.00,110940
quickjs,table/table_insert,table,1,3260.00,400.00,50.00,109600
quickjs,table/table_insert,table,2,350.00,340.00,30.00,109600
quickjs,table/table_insert,table,3,370.00,380.00,20.00,109600
quickjs,table/table_insert,table,4,350.00,350.00,30.00,109600
quickjs,table/table_insert,table,5,370.00,370.00,30.00,109600
v8,table/table_insert,table,1,350.00,370.00,30.00,96736
v8,table/table_insert,table,2,410.00,400.00,60.00,97416
v8,table/table_insert,table,3,370.00,360.00,60.00,96720
v8,table/table_insert,table,4,360.00,390.00,20.00,96944
v8,table/table_insert,table,5,350.00,350.00,50.00,96748
v8-nojit,table/table_insert,table,1,380.00,380.00,50.00,88632
v8-nojit,table/table_insert,table,2,390.00,380.00,50.00,89060
v8-nojit,table/table_insert,table,3,370.00,370.00,40.00,88984
v8-nojit,table/table_insert,table,4,390.00,390.00,40.00,88660
v8-nojit,table/table_insert,table,5,440.00,440.00,60.00,89160
lua,table/table_ops,table,1,1390.00,1440.00,100.00,222252
lua,table/table_ops,table,2,1340.00,1400.00,80.00,222248
lua,table/table_ops,table,3,1440.00,1510.00,80.00,222252
lua,table/table_ops,table,4,1330.00,1420.00,50.00,222256
lua,table/table_ops,table,5,1310.00,1380.00,70.00,222248
lua55,table/table_ops,table,1,1250.00,1300.00,60.00,215620
lua55,table/table_ops,table,2,1280.00,1310.00,90.00,215620
lua55,table/table_ops,table,3,1220.00,1290.00,40.00,215624
lua55,table/table_ops,table,4,1260.00,1310.00,60.00,215620
lua55,table/table_ops,table,5,1260.00,1270.00,100.00,215620
luajit,table/table_ops,table,1,610.00,590.00,70.00,184304
luajit,table/table_ops,table,2,510.00,490.00,60.00,184304
luajit,table/table_ops,table,3,500.00,500.00,40.00,184308
luajit,table/table_ops,table,4,610.00,570.00,80.00,184308
luajit,table/table_ops,table,5,530.00,510.00,60.00,184368
luau,table/table_ops,table,1,4080.00,1140.00,50.00,215208
luau,table/table_ops,table,2,1280.00,1300.00,80.00,215028
luau,table/table_ops,table,3,1220.00,1230.00,90.00,215244
luau,table/table_ops,table,4,1110.00,1120.00,80.00,215028
luau,table/table_ops,table,5,1080.00,1120.00,50.00,215280
luau-codegen,table/table_ops,table,1,1310.00,1340.00,80.00,215988
luau-codegen,table/table_ops,table,2,990.00,990.00,80.00,216008
luau-codegen,table/table_ops,table,3,1110.00,1130.00,70.00,215748
luau-codegen,table/table_ops,table,4,990.00,980.00,100.00,215840
luau-codegen,table/table_ops,table,5,980.00,990.00,80.00,215860
quickjs,table/table_ops,table,1,890.00,920.00,50.00,187840
quickjs,table/table_ops,table,2,880.00,860.00,100.00,187840
quickjs,table/table_ops,table,3,840.00,850.00,60.00,187840
quickjs,table/table_ops,table,4,880.00,890.00,70.00,187840
quickjs,table/table_ops,table,5,840.00,860.00,50.00,187840
v8,table/table_ops,table,1,310.00,350.00,60.00,118508
v8,table/table_ops,table,2,320.00,350.00,60.00,118420
v8,table/table_ops,table,3,340.00,380.00,50.00,117716
v8,table/table_ops,table,4,300.00,350.00,50.00,118812
v8,table/table_ops,table,5,440.00,490.00,60.00,117524
v8-nojit,table/table_ops,table,1,390.00,450.00,60.00,143976
v8-nojit,table/table_ops,table,2,410.00,450.00,80.00,143500
v8-nojit,table/table_ops,table,3,410.00,460.00,60.00,144208
v8-nojit,table/table_ops,table,4,420.00,440.00,100.00,142584
v8-nojit,table/table_ops,table,5,390.00,460.00,60.00,144432
